Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,4,1,13:00,UTC,8,1001.7,100,0,10,0.5,0.5,4629,139,4.4,2.8
2017,4,1,14:00,UTC,8,1000.7,100,0,10,0.7,0.7,4146,159,3.2,2.3
2017,4,1,15:00,UTC,8,999.9,100,0,10,0.9,0.9,3078,169,3.4,2.5
2017,4,1,16:00,UTC,8,999.7,100,0,10,0.8,0.8,2005,144,2.4,1.8
2017,4,1,17:00,UTC,9,999.7,100,0,10,0.7,0.7,1395,,0,0
2017,4,1,18:00,UTC,7,1000,100,0,10,1.1,1.1,4984,196,3,2.4
2017,4,1,19:00,UTC,8,1000.5,100,0,10,1.2,1.2,4063,252,4.1,2.6
2017,4,1,20:00,UTC,8,1001.2,100,0,10,1.1,1.1,4131,288,3.7,2.4
2017,4,1,21:00,UTC,8,1002,100,0,10,0.9,0.9,3694,301,3.9,2.6
2017,4,1,22:00,UTC,8,1002.7,100,0,10,0.6,0.6,8383,325,4.4,3
2017,4,1,23:00,UTC,8,1003.3,100,0,9,0.5,0.5,26920,355,4.1,2.8
2017,4,2,00:00,UTC,8,1004,100,0,9,0.5,0.5,46486,43,2.3,1.5
2017,4,2,01:00,UTC,8,1004.7,100,0,9,0.3,0.3,22581,347,2.4,1.6
2017,4,2,02:00,UTC,8,1005.3,100,0,9,0.3,0.3,42509,22,1.7,1
2017,4,2,03:00,UTC,8,1006.1,100,0,9,0.3,0.3,45955,22,3.4,2.4
2017,4,2,04:00,UTC,8,1006.6,100,0,9,0.3,0.3,50000,71,1.5,1.2
2017,4,2,05:00,UTC,8,1007,100,0,9,0.3,0.3,40702,34,1.9,1.4
2017,4,2,06:00,UTC,8,1007.6,100,0,9,0.4,0.4,24086,40,3.1,2.1
2017,4,2,07:00,UTC,8,1008.1,100,0,9,0.9,0.9,27906,77,2.6,1.7
2017,4,2,08:00,UTC,8,1008.9,99,0,9,1.2,1,38284,75,2.4,1.7
2017,4,2,09:00,UTC,7,1009.6,99,0,9,1.2,1.1,5958,72,2.7,1.9
2017,4,2,10:00,UTC,7,1010.2,100,0.3,9,1.2,1.1,4976,55,2.6,2.1
2017,4,2,11:00,UTC,7,1010.6,100,0.8,9,1,1,6756,55,3,2.2
2017,4,2,12:00,UTC,7,1011,100,0.2,9,1.2,1.2,11846,48,3.2,2.5
2017,4,2,13:00,UTC,7,1011.7,100,0.5,8,1.4,1.4,16918,54,4,2.8
2017,4,2,14:00,UTC,7,1012.2,99,0,8,1.6,1.4,33605,56,3.9,2.7
2017,4,2,15:00,UTC,8,1012.6,100,0,8,1.5,1.5,22186,62,3.1,2.1
2017,4,2,16:00,UTC,8,1013.2,100,0,8,1.3,1.3,12898,47,2.7,2
2017,4,2,17:00,UTC,8,1014,100,0,7,1.1,1.1,16550,21,3,2.1
2017,4,2,18:00,UTC,8,1014.9,100,0,7,0.9,0.9,10723,23,3.3,2.5
2017,4,2,19:00,UTC,7,1015.6,100,0,7,0.6,0.6,15599,24,2.8,2
2017,4,2,20:00,UTC,7,1016.2,100,0,7,0.6,0.6,19650,28,3.2,2.2
2017,4,2,21:00,UTC,8,1016.9,100,0,7,0.6,0.6,16781,26,3,2.2
2017,4,2,22:00,UTC,8,1017.5,100,0,7,0.6,0.6,14985,28,3.2,2.4
2017,4,2,23:00,UTC,8,1018.3,100,0,7,0.6,0.6,13539,19,3,2.3
2017,4,3,00:00,UTC,8,1018.8,100,0,7,0.5,0.5,10490,19,2.8,2.1
2017,4,3,01:00,UTC,8,1019.3,100,0,7,0.3,0.3,9984,32,2.4,1.7
2017,4,3,02:00,UTC,7,1020.1,100,0,7,0.1,0.1,8087,29,2.5,1.8
2017,4,3,03:00,UTC,8,1020.7,100,0,7,0,0,11750,16,2.1,1.7
2017,4,3,04:00,UTC,8,1021,100,0,7,0,0,9880,14,1.5,1
2017,4,3,05:00,UTC,8,1021.5,100,0,7,0.2,0.2,11467,11,1.4,1.1
2017,4,3,06:00,UTC,8,1022.2,100,0,7,0.7,0.7,15716,0,0,0
2017,4,3,07:00,UTC,8,1022.8,98,0,7,1.2,0.9,20728,123,1.9,1.3
2017,4,3,08:00,UTC,7,1023.1,95,0,7,1.8,1.2,30100,156,2.7,1.5
2017,4,3,09:00,UTC,8,1023.4,94,0,7,2.3,1.4,29161,239,3.6,2.5
2017,4,3,10:00,UTC,8,1023.7,88,0,7,2.7,1,35428,238,3.8,2.6
2017,4,3,11:00,UTC,8,1023.7,85,0,7,2.9,0.7,36854,239,4.4,3.2
2017,4,3,12:00,UTC,8,1023.8,88,0,7,2.9,1.1,33759,251,3.8,2.7
2017,4,3,13:00,UTC,5,1023.4,80,0,6,4.1,0.9,35691,255,5.6,3.9
2017,4,3,14:00,UTC,4,1022.9,80,0,6,3.8,0.6,50000,229,5.3,3.5
2017,4,3,15:00,UTC,7,1022.5,81,0,7,4.5,1.5,39287,190,6,3.9
2017,4,3,16:00,UTC,1,1021.9,79,0,6,4,0.6,50000,199,6.6,4.2
2017,4,3,17:00,UTC,0,1021.9,83,0,6,3.2,0.6,46964,197,6.8,4.3
2017,4,3,18:00,UTC,1,1021.5,86,0,6,2.4,0.2,50000,189,6.1,4.5
2017,4,3,19:00,UTC,7,1021.3,87,0,6,2.1,0.1,50000,194,7,5.1
2017,4,3,20:00,UTC,7,1020.9,87,0,6,2,0.1,50000,205,6.7,4.9
2017,4,3,21:00,UTC,2,1020.4,88,0,6,1.4,-0.4,50000,201,6.2,4.7
2017,4,3,22:00,UTC,6,1019.8,89,0,6,1,-0.6,47221,196,4.9,3.9
2017,4,3,23:00,UTC,7,1019.3,89,0,6,1.3,-0.4,48077,206,6.6,4.5
2017,4,4,00:00,UTC,7,1018.7,87,0,6,1.6,-0.3,50000,208,7.7,4.9
2017,4,4,01:00,UTC,4,1017.9,91,0,6,1.6,0.3,49724,203,7.5,5.5
2017,4,4,02:00,UTC,4,1017.4,94,0,6,1.5,0.7,50000,205,7.8,5.8
2017,4,4,03:00,UTC,8,1016.8,98,0,6,1.8,1.5,25073,202,8.1,5.9
2017,4,4,04:00,UTC,8,1016.3,99,0,6,2.1,2,19072,,,
2017,4,4,05:00,UTC,8,1015.9,99,0,6,2.5,2.4,20659,204,8.7,5.6
2017,4,4,06:00,UTC,8,1015.4,99,0,6,3,2.8,22135,200,9.5,6.4
2017,4,4,07:00,UTC,8,1014.7,96,0,5,3.9,3.4,34052,201,9.8,7.3
2017,4,4,08:00,UTC,8,1013.7,88,0,5,5,3.3,46905,208,13.9,9.2
2017,4,4,09:00,UTC,6,1013.2,80,0,4,6.1,2.9,42234,210,13.1,8.8
2017,4,4,10:00,UTC,7,1012.3,70,0,4,7.1,2,46513,210,12.5,9
2017,4,4,11:00,UTC,1,1010.8,57,0,4,9,0.8,49243,208,10.6,7
2017,4,4,12:00,UTC,0,1010.2,56,0,3,8.7,0.4,50000,215,16.2,11.3
2017,4,4,13:00,UTC,0,1010.2,69,0,3,6.7,1.4,46822,219,15.7,10
2017,4,4,14:00,UTC,1,1009.4,72,0,3,6.8,2,43473,217,14.3,9
2017,4,4,15:00,UTC,0,1008.5,70,0,2,7.4,2.3,47929,212,12.7,8.6
2017,4,4,16:00,UTC,0,1007.9,67,0,2,7.2,1.5,49571,220,16.2,9.1
2017,4,4,17:00,UTC,0,1006.8,73,0,2,6.1,1.6,50000,207,11.2,7.7
2017,4,4,18:00,UTC,0,1006.6,76,0,2,5.4,1.5,50000,212,11.7,7.4
2017,4,4,19:00,UTC,8,1006,76,0,2,5.3,1.5,50000,215,9.5,6.3
2017,4,4,20:00,UTC,0,1005.8,79,0,2,4.8,1.4,50000,221,8.2,5.6
2017,4,4,21:00,UTC,4,1005.8,80,0,2,4.7,1.5,50000,224,8.1,5.8
2017,4,4,22:00,UTC,7,1005.5,85,0,2,3.9,1.6,50000,233,6.5,4.8
2017,4,4,23:00,UTC,7,1005.4,85,0,2,3.8,1.6,50000,238,4.8,3.5
2017,4,5,00:00,UTC,7,1004.9,87,0,2,3.5,1.5,50000,220,4.7,3.5
2017,4,5,01:00,UTC,7,1004.5,89,0,2,3,1.3,50000,221,4.5,3
2017,4,5,02:00,UTC,8,1003.7,89,0,2,2.8,1.3,50000,203,3.9,3.1
2017,4,5,03:00,UTC,7,1003.4,92,0,2,2.3,1.2,50000,227,2.7,1.9
2017,4,5,04:00,UTC,8,1002.8,95,0,2,2.2,1.4,34132,193,3.2,2.3
2017,4,5,05:00,UTC,8,1002.4,100,0,2,1.8,1.8,20395,145,2.1,1.1
2017,4,5,06:00,UTC,7,1001.8,99,0,2,2.2,2.1,24385,154,2.4,1.9
2017,4,5,07:00,UTC,4,1001.2,96,0,0,3.6,3.1,33047,191,6.4,4.6
2017,4,5,08:00,UTC,5,1000.7,89,0,0,5,3.3,45819,153,4.3,3.1
2017,4,5,09:00,UTC,3,1000.3,85,0,0,5.9,3.5,45842,155,4.8,3.4
2017,4,5,10:00,UTC,5,1000,82,0,0,5.5,2.8,38391,203,5.3,3.9
2017,4,5,11:00,UTC,6,999.8,81,0,0,6,2.9,35390,157,3,1.5
2017,4,5,12:00,UTC,2,999.6,81,0,0,6.7,3.6,30275,127,3.8,2.3
2017,4,5,13:00,UTC,6,999.5,78,0,0,7,3.3,50000,61,3.3,1.9
2017,4,5,14:00,UTC,8,999.8,85,0,0,5.7,3.4,42091,,0,0
2017,4,5,15:00,UTC,7,1000.7,93,0.8,0,4,2.9,20042,50,4.5,3
2017,4,5,16:00,UTC,8,1001.1,88,0,,3.5,1.7,50000,156,3.7,2.8
2017,4,5,17:00,UTC,8,1001.8,96,0.5,0,2.7,2,31274,168,2.9,1.9
2017,4,5,18:00,UTC,8,1002.4,99,0.3,0,2.2,2.1,15274,34,1.4,0.9
2017,4,5,19:00,UTC,7,1002.7,100,0,0,2.2,2.2,16515,39,5.4,2.1
2017,4,5,20:00,UTC,7,1003.1,100,0,0,1.1,1.1,35338,345,1.6,1.1
2017,4,5,21:00,UTC,7,1003.4,100,0,0,0.4,0.4,20150,0,0,0
2017,4,5,22:00,UTC,4,1004.1,100,0,0,-0.7,-0.7,13053,0,0,0
2017,4,5,23:00,UTC,9,1004.4,100,0,0,-1.6,-1.6,235,0,0,0
2017,4,6,00:00,UTC,9,1004.8,100,0,0,-1.8,-1.8,500,205,1.4,1.1
2017,4,6,01:00,UTC,9,1004.8,100,0,0,-1.6,-1.6,767,216,1.2,0.9
2017,4,6,02:00,UTC,7,1004.8,100,0,0,-1,-1,13791,276,1.5,0.6
2017,4,6,03:00,UTC,7,1005,100,0,0,-0.9,-0.9,9241,245,1.8,1.1
2017,4,6,04:00,UTC,2,1005.2,100,0,0,-1,-1,11775,241,2,1.5
2017,4,6,05:00,UTC,0,1005.4,100,0,0,-0.4,-0.4,23733,220,2.6,1.8
2017,4,6,06:00,UTC,1,1005.3,99,0,0,0.4,0.2,46899,234,3.2,2.4
2017,4,6,07:00,UTC,1,1005.1,94,0,0,1.6,0.8,45667,227,3,2.2
2017,4,6,08:00,UTC,3,1005.2,89,0,0,2.8,1.1,41411,237,4.9,3.8
2017,4,6,09:00,UTC,7,1005.1,87,0,0,3,1.1,50000,239,5.2,3.7
2017,4,6,10:00,UTC,0,1004.7,78,0,0,4.5,1,45805,244,5.1,3.8
2017,4,6,11:00,UTC,5,1004.4,69,0,0,5.6,0.4,49064,259,6.6,4.3
2017,4,6,12:00,UTC,4,1004,66,0,0,5.9,0,50000,242,5.8,4.1
2017,4,6,13:00,UTC,7,1003.6,64,0,0,6.1,-0.3,50000,250,8.6,5.6
2017,4,6,14:00,UTC,3,1003.2,69,0,0,6.1,0.9,45971,237,7.5,5.5
2017,4,6,15:00,UTC,6,1003,69,0,0,6,0.8,47530,243,7.1,4.3
2017,4,6,16:00,UTC,7,1002.9,68,0,0,6.1,0.6,50000,253,6.4,4.4
2017,4,6,17:00,UTC,8,1002.9,72,0,0,5.3,0.7,50000,234,4.1,2.6
2017,4,6,18:00,UTC,7,1003,80,0,0,4,1,50000,233,3.1,2.4
2017,4,6,19:00,UTC,7,1002.9,79,0,0,3.8,0.5,48476,222,4.7,3.3
2017,4,6,20:00,UTC,6,1002.9,85,0,0,2.7,0.4,50000,224,4.3,3.2
2017,4,6,21:00,UTC,5,1002.9,88,0,0,2.1,0.3,39049,222,4.2,3.1
2017,4,6,22:00,UTC,6,1002.8,93,0,0,1.3,0.3,50000,224,4.9,3.1
2017,4,6,23:00,UTC,0,1003,97,0,0,0,-0.5,49934,242,2.8,2.2
2017,4,7,00:00,UTC,7,1003.2,99,0,0,-0.4,-0.5,50000,296,1.2,0.7
2017,4,7,01:00,UTC,7,1003.2,100,0,0,0,0,50000,217,2.6,1.9
2017,4,7,02:00,UTC,7,1003.4,100,0,0,-0.2,-0.3,50000,292,1.4,1
2017,4,7,03:00,UTC,7,1003.7,100,0,0,-1.2,-1.2,35299,247,1.2,0.8
2017,4,7,04:00,UTC,7,1003.8,100,0,0,-1.3,-1.3,32297,51,0.8,0.6
2017,4,7,05:00,UTC,2,1004.2,100,0,0,-0.7,-0.7,40510,0,0,0
2017,4,7,06:00,UTC,7,1004.6,100,0,0,0.1,0.1,46984,323,2.3,1.7
2017,4,7,07:00,UTC,7,1004.9,99,0,0,0.2,0.1,10041,358,4.4,3.5
2017,4,7,08:00,UTC,8,1005.8,95,0,0,0.5,-0.2,46572,,,
2017,4,7,09:00,UTC,8,1006.4,91,0,0,1.1,-0.2,29094,354,5.4,4.4
2017,4,7,10:00,UTC,7,1006.6,86,0,0,2.3,0.1,50000,10,5.6,3.5
2017,4,7,11:00,UTC,6,1006.7,75,0,0,2.9,-1,44802,327,6.9,4.6
2017,4,7,12:00,UTC,8,1007.3,87,0,0,2,0,44685,335,7.4,6.1
2017,4,7,13:00,UTC,7,1007.9,80,0,0,2.3,-0.8,48535,349,9.1,6.7
2017,4,7,14:00,UTC,1,1008.5,67,0,0,2.8,-2.7,47138,357,8.6,6.1
2017,4,7,15:00,UTC,0,1008.9,59,0,0,2.7,-4.6,50000,352,8.2,5.7
2017,4,7,16:00,UTC,0,1009.4,57,0,0,2,-5.6,50000,10,8.2,6.6
2017,4,7,17:00,UTC,0,1010,54,0,0,1.3,-6.9,50000,349,6.9,5.2
2017,4,7,18:00,UTC,0,1010.6,60,0,0,-0.4,-7.2,50000,318,2.6,2.2
2017,4,7,19:00,UTC,0,1011,69,0,0,-1.6,-6.5,50000,303,2.3,1.6
2017,4,7,20:00,UTC,0,1011.4,77,0,0,-1.8,-5.2,50000,301,4.7,3.6
2017,4,7,21:00,UTC,0,1011.6,81,0,0,-2.5,-5.4,50000,299,2.3,1.6
2017,4,7,22:00,UTC,0,1011.7,81,0,0,-2.9,-5.6,50000,266,1.7,1.2
2017,4,7,23:00,UTC,0,1011.7,81,0,0,-3.5,-6.3,50000,0,0,0
2017,4,8,00:00,UTC,7,1011.7,85,0,0,-3.4,-5.6,50000,202,1.4,1.1
2017,4,8,01:00,UTC,7,1011.8,91,0,0,-3.1,-4.3,50000,253,2.5,1.8
2017,4,8,02:00,UTC,7,1011.9,88,0,0,-2.3,-4,50000,287,3.1,2.2
2017,4,8,03:00,UTC,7,1012.3,91,0,0,-2.2,-3.5,50000,354,5.2,4.2
2017,4,8,04:00,UTC,7,1012.7,91,0,0,-2.3,-3.5,49672,3,3.6,2.8
2017,4,8,05:00,UTC,2,1013.2,92,0,0,-2.3,-3.3,50000,351,3.4,2.9
2017,4,8,06:00,UTC,0,1013.4,87,0,0,-0.8,-2.8,50000,356,4.8,3.7
2017,4,8,07:00,UTC,0,1013.7,80,0,0,0.3,-2.7,50000,355,5.8,4.4
2017,4,8,08:00,UTC,0,1013.6,66,0,0,1.9,-3.9,50000,357,5.8,3.7
2017,4,8,09:00,UTC,3,1014,58,0,0,1.9,-5.6,49355,349,6.3,3.4
2017,4,8,10:00,UTC,1,1014.1,55,0,0,2.6,-5.5,48210,310,5.3,3.5
2017,4,8,11:00,UTC,1,1014.1,43,0,0,3.4,-8.1,50000,324,5.9,3.5
2017,4,8,12:00,UTC,0,1014,39,0,0,3.5,-9,50000,309,5.1,3.6
2017,4,8,13:00,UTC,0,1013.8,38,0,0,3.4,-9.7,49307,5,5,3.1
2017,4,8,14:00,UTC,0,1013.7,38,0,0,3.2,-9.6,50000,321,4.1,2.7
2017,4,8,15:00,UTC,0,1013.6,35,0,0,3.2,-10.8,50000,305,3.6,2.1
2017,4,8,16:00,UTC,0,1013.4,39,0,0,2.6,-10,50000,296,2.2,1.7
2017,4,8,17:00,UTC,4,1013.3,51,0,0,0.7,-8.4,50000,345,1.5,1.2
2017,4,8,18:00,UTC,7,1013.4,62,0,0,-0.4,-6.9,50000,0,0,0
2017,4,8,19:00,UTC,8,1013.4,67,0,0,-0.9,-6.3,50000,,0,0
2017,4,8,20:00,UTC,7,1012.7,70,0,0,-0.9,-5.6,50000,196,2.2,0.8
2017,4,8,21:00,UTC,8,1012.6,77,0,0,-0.5,-4.1,50000,,1.7,0.8
2017,4,8,22:00,UTC,8,1012.2,94,0.8,0,-0.9,-1.7,4339,133,3.1,2.2
2017,4,8,23:00,UTC,8,1011.6,93,0,0,-0.6,-1.6,6169,184,3.9,2.4
2017,4,9,00:00,UTC,8,1010.6,98,0,2,-1,-1.3,6808,145,3.1,2.4
2017,4,9,01:00,UTC,8,1009.8,99,0,0,-0.8,-0.9,29826,154,4,3.1
2017,4,9,02:00,UTC,8,1009.2,95,0,0,-0.4,-1.1,37722,174,4.4,3.1
2017,4,9,03:00,UTC,7,1008.6,95,1,2,-0.3,-1.1,6173,168,4.6,3.1
2017,4,9,04:00,UTC,8,1008.1,97,1,2,0.2,-0.2,5333,197,3.3,2.6
2017,4,9,05:00,UTC,8,1007.6,100,0.2,2,0.6,0.6,10062,200,3.7,2.8
2017,4,9,06:00,UTC,8,1007.5,100,0,2,1.6,1.6,12796,216,4.3,3
2017,4,9,07:00,UTC,8,1007.4,100,0.2,2,2.9,2.9,13254,219,4.8,3.5
2017,4,9,08:00,UTC,8,1007.3,100,0.5,0,4.3,4.3,18056,235,5.5,3.6
2017,4,9,09:00,UTC,7,1007.1,99,0,0,6.1,5.9,27682,246,6.9,4.8
2017,4,9,10:00,UTC,7,1006.9,92,0,0,7.6,6.5,45479,256,7.8,5.3
2017,4,9,11:00,UTC,7,1006.6,82,0,0,8.6,5.8,48062,,,
2017,4,9,12:00,UTC,7,1006.5,75,0,0,9.5,5.2,48000,268,7.9,5.7
2017,4,9,13:00,UTC,6,1006.1,67,0,0,10.4,4.4,45820,262,9.2,6.4
2017,4,9,14:00,UTC,7,1005.8,60,0,0,11.1,3.6,50000,274,6.8,5.1
2017,4,9,15:00,UTC,7,1005.9,70,0,0,9.5,4.3,50000,262,9.8,5.7
2017,4,9,16:00,UTC,7,1005.8,77,0,0,8.3,4.5,43711,239,10.2,6.3
2017,4,9,17:00,UTC,7,1005.4,81,0,0,7.3,4.3,50000,232,4.9,3.3
2017,4,9,18:00,UTC,7,1005,80,0,0,6.9,3.7,50000,223,3.8,2.8
2017,4,9,19:00,UTC,7,1004.5,78,0,0,6.9,3.3,50000,217,6,3.6
2017,4,9,20:00,UTC,7,1004,80,0,0,6.5,3.2,50000,217,4.9,3
2017,4,9,21:00,UTC,7,1003.8,82,0,0,5.7,3,50000,226,4.7,3.4
2017,4,9,22:00,UTC,2,1003.5,84,0,0,4.6,2.2,50000,219,4.5,3.2
2017,4,9,23:00,UTC,3,1003,89,0,0,3.9,2.2,50000,216,4.9,3.7
2017,4,10,00:00,UTC,7,1002.2,91,0,0,3.6,2.3,48442,202,2.4,1.7
2017,4,10,01:00,UTC,7,1001.3,94,0,0,2.7,1.9,47203,194,2.2,1.1
2017,4,10,02:00,UTC,8,1000.2,92,0,0,3.2,1.9,50000,162,3.3,2
2017,4,10,03:00,UTC,7,999.1,90,0,0,3.6,2.2,50000,149,3.3,2.7
2017,4,10,04:00,UTC,7,997.9,91,0,0,3.5,2.2,50000,149,4.1,2.7
2017,4,10,05:00,UTC,5,996.9,89,0,0,3.9,2.2,50000,152,4.4,2.9
2017,4,10,06:00,UTC,7,996.1,86,0,0,4.9,2.7,45287,190,6.8,4.9
2017,4,10,07:00,UTC,7,994.9,85,0,0,5.8,3.4,48180,164,5.7,4
2017,4,10,08:00,UTC,7,994.5,88,0,0,5.2,3.3,42582,196,8.2,6.3
2017,4,10,09:00,UTC,8,993.2,91,0,0,5.6,4.2,10636,195,8.9,5.9
2017,4,10,10:00,UTC,8,992.1,98,1.4,0,5.2,4.9,3922,172,7.5,5
2017,4,10,11:00,UTC,8,991,99,0,0,5.3,5.1,5726,165,6.1,4.5
2017,4,10,12:00,UTC,7,988.9,99,0.9,0,5.7,5.5,4249,174,6.2,4.4
2017,4,10,13:00,UTC,7,987.3,99,0,0,6,5.8,3838,163,4.2,3.2
2017,4,10,14:00,UTC,8,986.2,98,4.9,0,6.3,6.1,3782,211,9.3,6.6
2017,4,10,15:00,UTC,7,985.2,95,1.4,,5.2,4.5,19206,211,8.7,6.1
2017,4,10,16:00,UTC,8,984.1,96,0,0,5.5,4.9,40442,206,10.2,6.6
2017,4,10,17:00,UTC,8,983.5,97,0,0,5.1,4.8,10537,223,8.3,6
2017,4,10,18:00,UTC,7,983.2,96,0,0,4.6,3.9,15769,223,8.8,5.2
2017,4,10,19:00,UTC,8,983,99,0,0,3.1,3,9462,246,8.6,6.3
2017,4,10,20:00,UTC,8,983.2,100,0,0,2.2,2.2,7388,259,7.7,5.2
2017,4,10,21:00,UTC,8,983.5,99,0,0,1.1,1,17297,271,7,4.7
2017,4,10,22:00,UTC,8,983.8,100,0.7,0,0.3,0.3,2684,278,6.2,4.5
2017,4,10,23:00,UTC,8,984.2,100,0,0,0.4,0.4,4042,289,6.9,5.2
2017,4,11,00:00,UTC,8,984.7,100,0.8,2,0.4,0.4,2982,283,7.5,5
2017,4,11,01:00,UTC,8,985.3,100,0.5,2,0.5,0.5,3822,284,7.4,4.8
2017,4,11,02:00,UTC,8,985.9,100,0,3,0.6,0.6,9917,289,8.5,5.3
2017,4,11,03:00,UTC,7,986.5,100,0,3,0.5,0.5,7051,297,7.8,5.5
2017,4,11,04:00,UTC,7,987.4,100,0,3,0.3,0.3,7753,299,10.1,5.6
2017,4,11,05:00,UTC,7,988.1,99,0,3,0.2,0.1,5201,305,10.3,6.9
2017,4,11,06:00,UTC,7,989.1,100,0,2,-0.2,-0.2,4601,311,8.4,6.3
2017,4,11,07:00,UTC,8,990.2,97,0,2,-0.3,-0.7,11210,325,10.1,7
2017,4,11,08:00,UTC,7,991.3,95,0,2,-0.4,-1.1,10397,324,12,7.8
2017,4,11,09:00,UTC,7,992.4,96,0,2,-0.6,-1.2,5911,326,10.8,7.1
2017,4,11,10:00,UTC,8,993.5,97,0,2,-0.8,-1.3,3269,322,10.1,6.9
2017,4,11,11:00,UTC,8,994.6,91,0,2,-0.2,-1.5,8736,335,10.4,7.6
2017,4,11,12:00,UTC,8,995.9,92,0,0,-0.2,-1.3,3577,338,13.5,9.5
2017,4,11,13:00,UTC,8,997.2,94,0,0,-0.5,-1.3,3328,338,11.2,8.1
2017,4,11,14:00,UTC,7,998.5,93,0,0,-0.7,-1.7,3658,346,11.6,8.5
2017,4,11,15:00,UTC,8,999.5,92,0,0,-0.7,-1.8,18172,343,10.5,8.4
2017,4,11,16:00,UTC,7,1000.2,87,0,0,-0.7,-2.6,34938,354,10.3,7.4
2017,4,11,17:00,UTC,1,1000.8,88,0,0,-1,-2.8,50000,339,5.9,4.1
2017,4,11,18:00,UTC,3,1001.3,87,0,0,-1.3,-3.2,48386,342,5.2,3.7
2017,4,11,19:00,UTC,0,1001.6,89,0,0,-1.8,-3.4,50000,324,4.2,3.4
2017,4,11,20:00,UTC,0,1001.8,93,0,0,-2.8,-3.7,49230,298,2.5,1.4
2017,4,11,21:00,UTC,0,1001.9,95,0,0,-3.2,-3.9,40855,318,1.7,1.2
2017,4,11,22:00,UTC,0,1002,94,0,0,-3.5,-4.4,42792,293,5,4
2017,4,11,23:00,UTC,0,1002,94,0,0,-3.9,-4.8,40256,311,3.4,2.6
2017,4,12,00:00,UTC,0,1001.9,95,0,0,-3.8,-4.5,43754,328,1.8,1.2
2017,4,12,01:00,UTC,0,1001.9,98,0,0,-3.9,-4.2,32927,302,1.6,1.2
2017,4,12,02:00,UTC,7,1001.6,100,0,0,-4.4,-4.4,25253,0,0,0
2017,4,12,03:00,UTC,8,1001.5,100,0,0,-3.8,-3.8,21111,155,1.2,1
2017,4,12,04:00,UTC,7,1001.4,99,0,0,-3.5,-3.5,21206,0,0,0
2017,4,12,05:00,UTC,8,1001.4,99,0,0,-2.8,-2.9,19255,140,1,0.7
2017,4,12,06:00,UTC,8,1001.5,98,0,0,-1.9,-2.2,6047,211,1.9,1.5
2017,4,12,07:00,UTC,7,1001.6,94,0,0,-0.7,-1.5,10848,231,1.6,1
2017,4,12,08:00,UTC,8,1001.8,87,0,0,-0.8,-2.7,10408,246,2.4,1.7
2017,4,12,09:00,UTC,8,1001.6,76,0,0,0,-3.7,11662,284,1.8,1.1
2017,4,12,10:00,UTC,7,1001.6,74,0,0,0.4,-3.7,25631,167,3.2,1.5
2017,4,12,11:00,UTC,5,1001.4,77,0,0,0.4,-3.2,27691,320,1.1,0.5
2017,4,12,12:00,UTC,8,1001.1,75,0,0,0.8,-3,41648,18,3.2,2.1
2017,4,12,13:00,UTC,8,1001,72,0,0,1.3,-3.2,45844,,,
2017,4,12,14:00,UTC,8,1001,87,0,0,0.2,-1.6,9731,51,5.8,4
2017,4,12,15:00,UTC,8,1000.9,88,0,0,0.5,-1.3,7901,45,3.7,2.8
2017,4,12,16:00,UTC,8,1000.7,96,0,0,-0.4,-0.9,3867,72,3.8,2.5
2017,4,12,17:00,UTC,7,1000.6,89,0,0,-0.3,-1.8,25360,30,4.3,3.1
2017,4,12,18:00,UTC,3,1000.7,87,0,0,-1.2,-3,50000,14,5.4,4.1
2017,4,12,19:00,UTC,7,1000.7,89,0,0,-1.7,-3.3,50000,14,5.1,3.8
2017,4,12,20:00,UTC,7,1000.6,94,0,0,-2.1,-2.9,49065,11,5.2,4
2017,4,12,21:00,UTC,4,1000.6,96,0,0,-2.4,-3,43167,18,5.9,4.1
2017,4,12,22:00,UTC,3,1000.7,98,0,2,-2.9,-3.1,32738,10,4,3.1
2017,4,12,23:00,UTC,7,1000.8,98,0,2,-2.2,-2.4,8857,26,4.9,3.4
2017,4,13,00:00,UTC,8,1000.8,99,0,0,-2.6,-2.6,6584,19,4.1,2.8
2017,4,13,01:00,UTC,7,1000.7,99,0,0,-2.7,-2.9,38225,4,3.7,3.1
2017,4,13,02:00,UTC,7,1000.7,98,0,0,-3.3,-3.6,46101,12,4.5,3.6
2017,4,13,03:00,UTC,8,1000.7,96,0,0,-3.1,-3.7,41674,13,5.3,3.8
2017,4,13,04:00,UTC,7,1000.9,93,0,0,-3.1,-4.1,42740,22,4.3,3.1
2017,4,13,05:00,UTC,7,1001.3,91,0,0,-3.5,-4.7,44645,,,
2017,4,13,06:00,UTC,1,1001.5,89,0,0,-2.9,-4.5,42079,24,4.7,3.6
2017,4,13,07:00,UTC,1,1001.8,83,0,2,-2.2,-4.7,39004,26,5.3,4
2017,4,13,08:00,UTC,7,1002.1,82,0,2,-1.9,-4.5,33696,22,7.4,5.1
2017,4,13,09:00,UTC,7,1002.5,81,0,2,-1.5,-4.4,32840,22,7.6,4.7
